area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XR2,Russia and Commonwealth of Independent States,tt0159365,Cold Mountain,2003,79000000,USD,914264,USD
XWW,World-wide,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,115000000,USD,653779970,USD
XNDOM,International,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,115000000,USD,343103230,USD
XCN,Central America+,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,115000000,USD,1293273,USD
XT2,Lesser Antilles,tt0121765,Star Wars: Episode II - Attack of the Clones,2002,115000000,USD,106681,USD
XWW,World-wide,tt0196229,Zoolander,2001,28000000,USD,60780981,USD
XNDOM,International,tt0196229,Zoolander,2001,28000000,USD,15608731,USD
XWW,World-wide,tt0198021,Where the Heart Is,2000,15000000,USD,40863718,USD
XNDOM,International,tt0198021,Where the Heart Is,2000,15000000,USD,7090880,USD
XWW,World-wide,tt0149691,Anywhere But Here,1999,23000000,USD,23631929,USD
XNDOM,International,tt0149691,Anywhere But Here,1999,23000000,USD,4961528,USD
XWW,World-wide,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,1027082707,USD
XNDOM,International,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,552538030,USD
XR2,Russia and Commonwealth of Independent States,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,4631782,USD
XCN,Central America+,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,1685122,USD
XT2,Lesser Antilles,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,179869,USD
XKN,East Africa,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,115000000,USD,50150,USD
XWW,World-wide,tt0116996,Mars Attacks!,1996,70000000,USD,101381197,USD
XNDOM,International,tt0116996,Mars Attacks!,1996,70000000,USD,63600000,USD
XWW,World-wide,tt0115639,Beautiful Girls,1996,0,NULL,10597759,USD
XWW,World-wide,tt0113277,Heat,1995,60000000,USD,187436818,USD
XNDOM,International,tt0113277,Heat,1995,60000000,USD,120000000,USD
XWW,World-wide,tt0110413,Léon: The Professional,1994,115000000,FRF,19552639,USD
XNDOM,International,tt0110413,Léon: The Professional,1994,115000000,FRF,51401,USD
XNDOM,International,tt10295314,Expired,2022,0,NULL,26917,USD
XWW,World-wide,tt10295314,Expired,2022,0,NULL,26917,USD
XWW,World-wide,tt10644372,Lone Wolf,2021,2000000,AUD,3207,USD
XNDOM,International,tt10644372,Lone Wolf,2021,2000000,AUD,3207,USD
XWW,World-wide,tt8689644,Hearts and Bones,2019,0,NULL,94957,USD
XNDOM,International,tt8689644,Hearts and Bones,2019,0,NULL,94957,USD
XWW,World-wide,tt1571234,Mortal Engines,2018,100000000,USD,83869818,USD
XNDOM,International,tt1571234,Mortal Engines,2018,100000000,USD,67918778,USD
XR2,Russia and Commonwealth of Independent States,tt1571234,Mortal Engines,2018,100000000,USD,7048208,USD
XWW,World-wide,tt3208026,Black '47,2018,0,NULL,2073063,USD
XNDOM,International,tt3208026,Black '47,2018,0,NULL,2015543,USD
XWW,World-wide,tt5091014,Jasper Jones,2017,0,NULL,11951,USD
XNDOM,International,tt5091014,Jasper Jones,2017,0,NULL,11951,USD
XWW,World-wide,tt2119532,Hacksaw Ridge,2016,40000000,USD,180563636,USD
XNDOM,International,tt2119532,Hacksaw Ridge,2016,40000000,USD,113354021,USD
XR2,Russia and Commonwealth of Independent States,tt2119532,Hacksaw Ridge,2016,40000000,USD,1298342,USD
XWW,World-wide,tt2910904,The Dressmaker,2015,17000000,AUD,25003426,USD
XNDOM,International,tt2910904,The Dressmaker,2015,17000000,AUD,22981311,USD
XR2,Russia and Commonwealth of Independent States,tt2910904,The Dressmaker,2015,17000000,AUD,94925,USD
XWW,World-wide,tt2325977,Strangerland,2015,10000000,USD,111107,USD
XNDOM,International,tt2325977,Strangerland,2015,10000000,USD,93635,USD
XR2,Russia and Commonwealth of Independent States,tt2325977,Strangerland,2015,10000000,USD,22881,USD
XWW,World-wide,tt2310792,Healing,2014,0,NULL,282258,USD
XNDOM,International,tt2310792,Healing,2014,0,NULL,282258,USD
XWW,World-wide,tt2322641,The Turning,2013,0,NULL,1110918,USD
XNDOM,International,tt2322641,The Turning,2013,0,NULL,1110918,USD
XWW,World-wide,tt2236054,Mystery Road,2013,3000000,AUD,280702,USD
XNDOM,International,tt2236054,Mystery Road,2013,3000000,AUD,280702,USD
XWW,World-wide,tt1371111,Cloud Atlas,2012,102000000,USD,130516424,USD
XNDOM,International,tt1371111,Cloud Atlas,2012,102000000,USD,103408152,USD
XR2,Russia and Commonwealth of Independent States,tt1371111,Cloud Atlas,2012,102000000,USD,17055182,USD
XWW,World-wide,tt1402488,Happy Feet Two,2011,135000000,USD,159197038,USD
XNDOM,International,tt1402488,Happy Feet Two,2011,135000000,USD,95190572,USD
XR2,Russia and Commonwealth of Independent States,tt1402488,Happy Feet Two,2011,135000000,USD,6447057,USD
XKN,East Africa,tt1402488,Happy Feet Two,2011,135000000,USD,20455,USD
XWW,World-wide,tt1399103,Transformers: Dark of the Moon,2011,195000000,USD,1123794079,USD
XNDOM,International,tt1399103,Transformers: Dark of the Moon,2011,195000000,USD,771403536,USD
XR2,Russia and Commonwealth of Independent States,tt1399103,Transformers: Dark of the Moon,2011,195000000,USD,45129718,USD
XKN,East Africa,tt1399103,Transformers: Dark of the Moon,2011,195000000,USD,116334,USD
XWW,World-wide,tt1438216,Oranges and Sunshine,2010,4500000,USD,5017653,USD
XNDOM,International,tt1438216,Oranges and Sunshine,2010,4500000,USD,4874173,USD
XWW,World-wide,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,80000000,USD,140073390,USD
XNDOM,International,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,80000000,USD,84398077,USD
XR2,Russia and Commonwealth of Independent States,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,80000000,USD,8623362,USD
XWW,World-wide,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,836303693,USD
XNDOM,International,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,434191823,USD
XR2,Russia and Commonwealth of Independent States,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,18170854,USD
XCN,Central America+,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,1489571,USD
XA3,South Africa and Nigeria,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,1005605,USD
XC4,Central America,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,506977,USD
XKN,East Africa,tt1055369,Transformers: Revenge of the Fallen,2009,200000000,USD,118566,USD
XWW,World-wide,tt1235142,Last Ride,2009,3500000,AUD,251018,USD
XNDOM,International,tt1235142,Last Ride,2009,3500000,AUD,244165,USD
XWW,World-wide,tt0452692,The Tender Hook,2008,0,NULL,40390,USD
XNDOM,International,tt0452692,The Tender Hook,2008,0,NULL,40390,USD
XWW,World-wide,tt0418279,Transformers,2007,150000000,USD,709709780,USD
XNDOM,International,tt0418279,Transformers,2007,150000000,USD,390463587,USD
XR2,Russia and Commonwealth of Independent States,tt0418279,Transformers,2007,150000000,USD,15138081,USD
XCN,Central America+,tt0418279,Transformers,2007,150000000,USD,3275000,USD
XMO,Miscellaneous Middle East,tt0418279,Transformers,2007,150000000,USD,727137,USD
XC3,Czech Republic and Slovakia,tt0418279,Transformers,2007,150000000,USD,702122,USD
XC4,Central America,tt0418279,Transformers,2007,150000000,USD,394139,USD
XKN,East Africa,tt0418279,Transformers,2007,150000000,USD,100364,USD
XWW,World-wide,tt0366548,Happy Feet,2006,100000000,USD,384336108,USD
XNDOM,International,tt0366548,Happy Feet,2006,100000000,USD,186335791,USD
XR2,Russia and Commonwealth of Independent States,tt0366548,Happy Feet,2006,100000000,USD,3139674,USD
XWW,World-wide,tt0382810,Little Fish,2005,0,NULL,3248506,USD
XNDOM,International,tt0382810,Little Fish,2005,0,NULL,3240358,USD
XWW,World-wide,tt0347755,Peaches,2004,5500000,AUD,215283,USD
XNDOM,International,tt0347755,Peaches,2004,5500000,AUD,215283,USD
XWW,World-wide,tt0242653,The Matrix Revolutions,2003,150000000,USD,427344325,USD
XNDOM,International,tt0242653,The Matrix Revolutions,2003,150000000,USD,288030377,USD
XR2,Russia and Commonwealth of Independent States,tt0242653,The Matrix Revolutions,2003,150000000,USD,12000000,USD
XWW,World-wide,tt0234215,The Matrix Reloaded,2003,150000000,USD,741847937,USD
XNDOM,International,tt0234215,The Matrix Reloaded,2003,150000000,USD,460271476,USD
XR2,Russia and Commonwealth of Independent States,tt0234215,The Matrix Reloaded,2003,150000000,USD,11620000,USD
XWW,World-wide,tt0215139,Russian Doll,2001,0,NULL,313901,USD
XNDOM,International,tt0215139,Russian Doll,2001,0,NULL,186798,USD
NA,NA,tt0223832,The Old Man Who Read Love Stories,2001,9500000,USD,NA,NA
XNDOM,International,tt0163080,The Magic Pudding,2000,0,NULL,368626,USD
XWW,World-wide,tt0163080,The Magic Pudding,2000,0,NULL,368626,USD
NA,NA,tt0209368,Strange Planet,1999,0,NULL,NA,NA
XWW,World-wide,tt0133093,The Matrix,1999,63000000,USD,467222728,USD
XNDOM,International,tt0133093,The Matrix,1999,63000000,USD,295145800,USD
XR2,Russia and Commonwealth of Independent States,tt0133093,The Matrix,1999,63000000,USD,647434,USD
XWW,World-wide,tt0120595,Babe: Pig in the City,1998,90000000,USD,69131860,USD
XNDOM,International,tt0120595,Babe: Pig in the City,1998,90000000,USD,50812000,USD
NA,NA,tt0120714,The Interview,1998,2600000,AUD,NA,NA
XWW,World-wide,tt0112431,Babe,1995,30000000,USD,254134910,USD
XNDOM,International,tt0112431,Babe,1995,30000000,USD,190476000,USD
NA,NA,tt0106963,Frauds,1993,0,NULL,NA,NA
NA,NA,tt0107930,Reckless Kelly,1993,0,NULL,NA,NA
XWW,World-wide,tt0102721,Proof,1991,0,NULL,524668,USD
NA,NA,tt0091964,Sky Pirates,1986,0,NULL,NA,NA
XWW,World-wide,tt6079772,The Protégé,2021,0,NULL,8639684,USD
XNDOM,International,tt6079772,The Protégé,2021,0,NULL,1192861,USD
XR2,Russia and Commonwealth of Independent States,tt6079772,The Protégé,2021,0,NULL,215516,USD
XWW,World-wide,tt8385148,Hitman's Wife's Bodyguard,2021,70000000,USD,70060492,USD
XNDOM,International,tt8385148,Hitman's Wife's Bodyguard,2021,70000000,USD,32045765,USD
XR2,Russia and Commonwealth of Independent States,tt8385148,Hitman's Wife's Bodyguard,2021,70000000,USD,4166256,USD
XW2,West Indies,tt8385148,Hitman's Wife's Bodyguard,2021,70000000,USD,75098,USD
XWW,World-wide,tt10342730,Spiral,2021,20000000,USD,40618920,USD
XNDOM,International,tt10342730,Spiral,2021,20000000,USD,17402058,USD
XR2,Russia and Commonwealth of Independent States,tt10342730,Spiral,2021,20000000,USD,1978350,USD
XW2,West Indies,tt10342730,Spiral,2021,20000000,USD,10929,USD
XWW,World-wide,tt6285944,The Banker,2020,0,NULL,1700000,USD
XNDOM,International,tt6285944,The Banker,2020,0,NULL,1700000,USD
XWW,World-wide,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,275000000,USD,1074149279,USD
XNDOM,International,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,275000000,USD,558946737,USD
XR2,Russia and Commonwealth of Independent States,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,275000000,USD,9964263,USD
XWW,World-wide,tt0783640,The Last Full Measure,2019,20000000,USD,3364426,USD
XNDOM,International,tt0783640,The Last Full Measure,2019,20000000,USD,415214,USD
XWW,World-wide,tt4463894,Shaft,2019,35000000,USD,21360215,USD
XWW,World-wide,tt6823368,Glass,2019,20000000,USD,246999039,USD
XNDOM,International,tt6823368,Glass,2019,20000000,USD,135950571,USD
XR2,Russia and Commonwealth of Independent States,tt6823368,Glass,2019,20000000,USD,10646221,USD
XWW,World-wide,tt5989218,Life Itself,2018,10000000,USD,7997774,USD
XNDOM,International,tt5989218,Life Itself,2018,10000000,USD,3895126,USD
XWW,World-wide,tt3606756,Incredibles 2,2018,200000000,USD,1243089244,USD
XNDOM,International,tt3606756,Incredibles 2,2018,200000000,USD,634507500,USD
XR2,Russia and Commonwealth of Independent States,tt3606756,Incredibles 2,2018,200000000,USD,15608016,USD
XWW,World-wide,tt1959563,The Hitman's Bodyguard,2017,30000000,USD,176600207,USD
XNDOM,International,tt1959563,The Hitman's Bodyguard,2017,30000000,USD,101131624,USD
XR2,Russia and Commonwealth of Independent States,tt1959563,The Hitman's Bodyguard,2017,30000000,USD,4543431,USD
XWW,World-wide,tt1293847,xXx: Return of Xander Cage,2017,85000000,USD,346118277,USD
XNDOM,International,tt1293847,xXx: Return of Xander Cage,2017,85000000,USD,301219864,USD
XR2,Russia and Commonwealth of Independent States,tt1293847,xXx: Return of Xander Cage,2017,85000000,USD,10331216,USD
XWW,World-wide,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,110000000,USD,296482446,USD
XNDOM,International,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,110000000,USD,209239612,USD
XR2,Russia and Commonwealth of Independent States,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,110000000,USD,15320980,USD
XWW,World-wide,tt0918940,The Legend of Tarzan,2016,180000000,USD,356700357,USD
XNDOM,International,tt0918940,The Legend of Tarzan,2016,180000000,USD,230057296,USD
XR2,Russia and Commonwealth of Independent States,tt0918940,The Legend of Tarzan,2016,180000000,USD,8401543,USD
XWW,World-wide,tt0775440,Cell,2016,0,NULL,1323012,USD
XNDOM,International,tt0775440,Cell,2016,0,NULL,1323012,USD
XR2,Russia and Commonwealth of Independent States,tt0775440,Cell,2016,0,NULL,133326,USD
XWW,World-wide,tt3460252,The Hateful Eight,2015,44000000,USD,156480177,USD
XNDOM,International,tt3460252,The Hateful Eight,2015,44000000,USD,102362761,USD
XR2,Russia and Commonwealth of Independent States,tt3460252,The Hateful Eight,2015,44000000,USD,6432602,USD
XWW,World-wide,tt4594834,Chi-Raq,2015,0,NULL,2719699,USD
XNDOM,International,tt4594834,Chi-Raq,2015,0,NULL,66667,USD
XWW,World-wide,tt1731701,Barely Lethal,2015,15000000,USD,933847,USD
XNDOM,International,tt1731701,Barely Lethal,2015,15000000,USD,927772,USD
XR2,Russia and Commonwealth of Independent States,tt1731701,Barely Lethal,2015,15000000,USD,146642,USD
XWW,World-wide,tt2802144,Kingsman: The Secret Service,2014,81000000,USD,414351546,USD
XNDOM,International,tt2802144,Kingsman: The Secret Service,2014,81000000,USD,286089822,USD
XR2,Russia and Commonwealth of Independent States,tt2802144,Kingsman: The Secret Service,2014,81000000,USD,12622305,USD
XWW,World-wide,tt2088003,Big Game,2014,8500000,EUR,7455398,USD
XNDOM,International,tt2088003,Big Game,2014,8500000,EUR,7430646,USD
XR2,Russia and Commonwealth of Independent States,tt2088003,Big Game,2014,8500000,EUR,317818,USD
XNDOM,International,tt2044801,Kite,2014,0,NULL,507180,USD
XWW,World-wide,tt2044801,Kite,2014,0,NULL,507180,USD
XR2,Russia and Commonwealth of Independent States,tt2044801,Kite,2014,0,NULL,315039,USD
XWW,World-wide,tt1234721,RoboCop,2014,100000000,USD,242688965,USD
XNDOM,International,tt1234721,RoboCop,2014,100000000,USD,184081958,USD
XR2,Russia and Commonwealth of Independent States,tt1234721,RoboCop,2014,100000000,USD,9797101,USD
XKN,East Africa,tt1234721,RoboCop,2014,100000000,USD,68140,USD
XWW,World-wide,tt2304953,Reasonable Doubt,2014,7000000,USD,602802,USD
XNDOM,International,tt2304953,Reasonable Doubt,2014,7000000,USD,602802,USD
XWW,World-wide,tt1321511,Oldboy,2013,30000000,USD,5186767,USD
XNDOM,International,tt1321511,Oldboy,2013,30000000,USD,2993109,USD
XR2,Russia and Commonwealth of Independent States,tt1321511,Oldboy,2013,30000000,USD,764219,USD
XWW,World-wide,tt1860353,Turbo,2013,135000000,USD,282570682,USD
XNDOM,International,tt1860353,Turbo,2013,135000000,USD,199542554,USD
XR2,Russia and Commonwealth of Independent States,tt1860353,Turbo,2013,135000000,USD,13942780,USD
XKN,East Africa,tt1860353,Turbo,2013,135000000,USD,21844,USD
XWW,World-wide,tt1853728,Django Unchained,2012,100000000,USD,426074373,USD
XNDOM,International,tt1853728,Django Unchained,2012,100000000,USD,263268939,USD
XR2,Russia and Commonwealth of Independent States,tt1853728,Django Unchained,2012,100000000,USD,16002335,USD
XKN,East Africa,tt1853728,Django Unchained,2012,100000000,USD,50410,USD
XWW,World-wide,tt1488181,Adventures in Zambezia,2012,20000000,USD,34428345,USD
XNDOM,International,tt1488181,Adventures in Zambezia,2012,20000000,USD,34428345,USD
XR2,Russia and Commonwealth of Independent States,tt1488181,Adventures in Zambezia,2012,20000000,USD,5326001,USD
XWW,World-wide,tt1810697,Meeting Evil,2012,0,NULL,525,USD
XWW,World-wide,tt1867093,The Samaritan,2012,12000000,USD,15220,USD
XNDOM,International,tt1867093,The Samaritan,2012,12000000,USD,12699,USD
NA,NA,tt0312305,Quantum Quest: A Cassini Space Odyssey,2010,20000000,USD,NA,NA
XWW,World-wide,tt1386588,The Other Guys,2010,100000000,USD,170458922,USD
XNDOM,International,tt1386588,The Other Guys,2010,100000000,USD,51238944,USD
XR2,Russia and Commonwealth of Independent States,tt1386588,The Other Guys,2010,100000000,USD,3312269,USD
XKN,East Africa,tt1386588,The Other Guys,2010,100000000,USD,35038,USD
XWW,World-wide,tt0914863,Unthinkable,2010,15000000,USD,1669947,USD
XNDOM,International,tt0914863,Unthinkable,2010,15000000,USD,1669947,USD
XR2,Russia and Commonwealth of Independent States,tt0914863,Unthinkable,2010,15000000,USD,378481,USD
XWW,World-wide,tt0375568,Astro Boy,2009,65000000,USD,39886986,USD
XNDOM,International,tt0375568,Astro Boy,2009,65000000,USD,20335919,USD
XR2,Russia and Commonwealth of Independent States,tt0375568,Astro Boy,2009,65000000,USD,1438385,USD
XWW,World-wide,tt1121977,Mother and Child,2009,7000000,USD,5621971,USD
XNDOM,International,tt1121977,Mother and Child,2009,7000000,USD,4511462,USD
XR2,Russia and Commonwealth of Independent States,tt1121977,Mother and Child,2009,7000000,USD,20788,USD
XWW,World-wide,tt0361748,Inglourious Basterds,2009,70000000,USD,321457747,USD
XNDOM,International,tt0361748,Inglourious Basterds,2009,70000000,USD,200917028,USD
XR2,Russia and Commonwealth of Independent States,tt0361748,Inglourious Basterds,2009,70000000,USD,5981035,USD
XKN,East Africa,tt0361748,Inglourious Basterds,2009,70000000,USD,38598,USD
XWW,World-wide,tt1111948,Soul Men,2008,0,NULL,12331637,USD
XNDOM,International,tt1111948,Soul Men,2008,0,NULL,249246,USD
NA,NA,tt0810880,Gospel Hill,2008,6000000,USD,NA,NA
XWW,World-wide,tt0947802,Lakeview Terrace,2008,20000000,USD,44655002,USD
XNDOM,International,tt0947802,Lakeview Terrace,2008,20000000,USD,5391496,USD
XKN,East Africa,tt0947802,Lakeview Terrace,2008,20000000,USD,31190,USD
XC4,Central America,tt0947802,Lakeview Terrace,2008,20000000,USD,20000,USD
XT2,Lesser Antilles,tt0947802,Lakeview Terrace,2008,20000000,USD,16000,USD
XR2,Russia and Commonwealth of Independent States,tt0947802,Lakeview Terrace,2008,20000000,USD,14588,USD
XWW,World-wide,tt1185834,Star Wars: The Clone Wars,2008,8500000,USD,68282844,USD
XNDOM,International,tt1185834,Star Wars: The Clone Wars,2008,8500000,USD,33121290,USD
XR2,Russia and Commonwealth of Independent States,tt1185834,Star Wars: The Clone Wars,2008,8500000,USD,1294286,USD
XC4,Central America,tt1185834,Star Wars: The Clone Wars,2008,8500000,USD,138772,USD
XKN,East Africa,tt1185834,Star Wars: The Clone Wars,2008,8500000,USD,12734,USD
XWW,World-wide,tt0489099,Jumper,2008,85000000,USD,225132113,USD
XNDOM,International,tt0489099,Jumper,2008,85000000,USD,144959985,USD
XR2,Russia and Commonwealth of Independent States,tt0489099,Jumper,2008,85000000,USD,8107211,USD
