area,areaName,movie_id,title,year,budget,budget_curr,total_amount,total_currency
XNDOM,International,tt2935510,Ad Astra,2019,90000000,USD,77273502,USD
XR2,Russia and Commonwealth of Independent States,tt2935510,Ad Astra,2019,90000000,USD,5593748,USD
XWW,World-wide,tt5085924,Wildling,2018,0,NULL,504718,USD
XNDOM,International,tt5085924,Wildling,2018,0,NULL,504718,USD
XR2,Russia and Commonwealth of Independent States,tt5085924,Wildling,2018,0,NULL,92359,USD
NA,NA,tt2381046,Jamie Marks Is Dead,2014,2200000,USD,NA,NA
XWW,World-wide,tt1990314,Robot & Frank,2012,2500000,USD,4806423,USD
XNDOM,International,tt1990314,Robot & Frank,2012,2500000,USD,1481385,USD
XWW,World-wide,tt1535970,The Ledge,2011,10000000,USD,1260335,USD
XNDOM,International,tt1535970,The Ledge,2011,10000000,USD,1251119,USD
XR2,Russia and Commonwealth of Independent States,tt1535970,The Ledge,2011,10000000,USD,739387,USD
XWW,World-wide,tt1512235,Super,2010,2500000,USD,422618,USD
XNDOM,International,tt1512235,Super,2010,2500000,USD,94902,USD
XWW,World-wide,tt0482606,The Strangers,2008,9000000,USD,82410456,USD
XNDOM,International,tt0482606,The Strangers,2008,9000000,USD,29812846,USD
XR2,Russia and Commonwealth of Independent States,tt0482606,The Strangers,2008,9000000,USD,530102,USD
XWW,World-wide,tt0867591,Smother,2008,8000000,USD,1851790,USD
XNDOM,International,tt0867591,Smother,2008,8000000,USD,1851790,USD
XWW,World-wide,tt0490204,Reign Over Me,2007,20000000,USD,22242388,USD
XNDOM,International,tt0490204,Reign Over Me,2007,20000000,USD,2580401,USD
XT2,Lesser Antilles,tt0490204,Reign Over Me,2007,20000000,USD,17800,USD
XWW,World-wide,tt0385056,Lonesome Jim,2005,500000,USD,182378,USD
XNDOM,International,tt0385056,Lonesome Jim,2005,500000,USD,28191,USD
XWW,World-wide,tt0300051,Jersey Girl,2004,35000000,USD,35492921,USD
XNDOM,International,tt0300051,Jersey Girl,2004,35000000,USD,10224764,USD
XR2,Russia and Commonwealth of Independent States,tt0300051,Jersey Girl,2004,35000000,USD,593559,USD
XWW,World-wide,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,1146436214,USD
XNDOM,International,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,768185007,USD
XR2,Russia and Commonwealth of Independent States,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,14080000,USD
XC3,Czech Republic and Slovakia,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,3575890,USD
XCN,Central America+,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,2289571,USD
XL3,Lebanon and United Arab Emirates,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,1533229,USD
XB2,Baltic States,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,937415,USD
XW2,West Indies,tt0167260,The Lord of the Rings: The Return of the King,2003,94000000,USD,540013,USD
XWW,World-wide,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,947896241,USD
XNDOM,International,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,604943730,USD
XR2,Russia and Commonwealth of Independent States,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,2796777,USD
XC3,Czech Republic and Slovakia,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,2665400,USD
XCN,Central America+,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,1709288,USD
XL3,Lebanon and United Arab Emirates,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,1085526,USD
XB2,Baltic States,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,704932,USD
XW2,West Indies,tt0167261,The Lord of the Rings: The Two Towers,2002,94000000,USD,372765,USD
XWW,World-wide,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,898094742,USD
XNDOM,International,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,581979322,USD
XCN,Central America+,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,1459642,USD
XM7,Middle East including United Arab Emirates,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,1025314,USD
XR2,Russia and Commonwealth of Independent States,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,987411,USD
XB2,Baltic States,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,627372,USD
XW2,West Indies,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,93000000,USD,138629,USD
XWW,World-wide,tt0203755,One Night at McCool's,2001,18000000,USD,13578186,USD
XNDOM,International,tt0203755,One Night at McCool's,2001,18000000,USD,7287513,USD
XWW,World-wide,tt0205271,Dr. T & the Women,2000,23000000,USD,22844291,USD
XNDOM,International,tt0205271,Dr. T & the Women,2000,23000000,USD,9731250,USD
XWW,World-wide,tt0119079,Onegin,1999,14000000,USD,206128,USD
XWW,World-wide,tt0134033,Plunkett & Macleane,1999,0,NULL,474900,USD
XWW,World-wide,tt0126250,Cookie's Fortune,1999,10000000,USD,10920544,USD
XWW,World-wide,tt0120591,Armageddon,1998,140000000,USD,553709788,USD
XNDOM,International,tt0120591,Armageddon,1998,140000000,USD,352131606,USD
XWW,World-wide,tt0120399,U Turn,1997,19000000,USD,6682098,USD
XWW,World-wide,tt0119381,Inventing the Abbotts,1997,0,NULL,5936344,USD
XWW,World-wide,tt0117887,That Thing You Do!,1996,26000000,USD,34585416,USD
XNDOM,International,tt0117887,That Thing You Do!,1996,26000000,USD,8728000,USD
XWW,World-wide,tt0117737,Stealing Beauty,1996,10000000,USD,4762310,USD
XNDOM,International,tt0117737,Stealing Beauty,1996,10000000,USD,40000,USD
XR2,Russia and Commonwealth of Independent States,tt0117737,Stealing Beauty,1996,10000000,USD,40000,USD
XWW,World-wide,tt0112950,Empire Records,1995,0,NULL,273188,USD
XWW,World-wide,tt0113280,Heavy,1995,0,NULL,941414,USD
XWW,World-wide,tt0111187,Silent Fall,1994,30000000,USD,3180674,USD
NA,NA,tt1514048,Loving the Bad Man,2010,1560000,USD,NA,NA
XWW,World-wide,tt0339412,Mr. 3000,2004,30000000,USD,21839377,USD
XNDOM,International,tt0339412,Mr. 3000,2004,30000000,USD,28190,USD
XWW,World-wide,tt4701724,Early Man,2018,50000000,USD,54622814,USD
XNDOM,International,tt4701724,Early Man,2018,50000000,USD,46355270,USD
XR2,Russia and Commonwealth of Independent States,tt4701724,Early Man,2018,50000000,USD,290299,USD
XWW,World-wide,tt2554274,Crimson Peak,2015,55000000,USD,74679822,USD
XNDOM,International,tt2554274,Crimson Peak,2015,55000000,USD,43589502,USD
XR2,Russia and Commonwealth of Independent States,tt2554274,Crimson Peak,2015,55000000,USD,4783752,USD
XWW,World-wide,tt0462335,High-Rise,2015,0,NULL,4289074,USD
XNDOM,International,tt0462335,High-Rise,2015,0,NULL,3942602,USD
XR2,Russia and Commonwealth of Independent States,tt0462335,High-Rise,2015,0,NULL,645580,USD
XWW,World-wide,tt1490785,I Saw the Light,2015,13000000,USD,1767963,USD
XNDOM,International,tt1490785,I Saw the Light,2015,13000000,USD,121175,USD
XNDOM,International,tt3313066,Coriolanus,2014,0,NULL,323817,USD
XWW,World-wide,tt3313066,Coriolanus,2014,0,NULL,323817,USD
XWW,World-wide,tt2436452,Exhibition,2013,0,NULL,14378,USD
XNDOM,International,tt2436452,Exhibition,2013,0,NULL,34,USD
XWW,World-wide,tt1714915,Only Lovers Left Alive,2013,7000000,USD,7609187,USD
XNDOM,International,tt1714915,Only Lovers Left Alive,2013,7000000,USD,5729653,USD
XR2,Russia and Commonwealth of Independent States,tt1714915,Only Lovers Left Alive,2013,7000000,USD,753125,USD
XWW,World-wide,tt1700844,The Deep Blue Sea,2011,0,NULL,3143514,USD
XNDOM,International,tt1700844,The Deep Blue Sea,2011,0,NULL,2016989,USD
XWW,World-wide,tt1605783,Midnight in Paris,2011,17000000,USD,151672318,USD
XNDOM,International,tt1605783,Midnight in Paris,2011,17000000,USD,94855273,USD
XR2,Russia and Commonwealth of Independent States,tt1605783,Midnight in Paris,2011,17000000,USD,57343,USD
XWW,World-wide,tt1527835,Archipelago,2010,500000,GBP,502187,USD
XNDOM,International,tt1527835,Archipelago,2010,500000,GBP,494396,USD
XR2,Russia and Commonwealth of Independent States,tt1527835,Archipelago,2010,500000,GBP,2798,USD
XWW,World-wide,tt1107850,Unrelated,2007,150000,GBP,158992,USD
XNDOM,International,tt1107850,Unrelated,2007,150000,GBP,154463,USD
XWW,World-wide,tt4136456,The Virtuoso,2021,0,NULL,21356,USD
XNDOM,International,tt4136456,The Virtuoso,2021,0,NULL,21356,USD
XWW,World-wide,tt10272386,The Father,2020,0,NULL,24277587,USD
XNDOM,International,tt10272386,The Father,2020,0,NULL,22154816,USD
XR2,Russia and Commonwealth of Independent States,tt10272386,The Father,2020,0,NULL,1305558,USD
XWW,World-wide,tt8404614,The Two Popes,2019,0,NULL,243711,USD
XNDOM,International,tt8404614,The Two Popes,2019,0,NULL,243711,USD
NA,NA,tt0475784,Westworld,2016,100000000,USD,NA,NA
XWW,World-wide,tt2126235,Collide,2016,21500000,USD,6817535,USD
XNDOM,International,tt2126235,Collide,2016,21500000,USD,4537531,USD
XR2,Russia and Commonwealth of Independent States,tt2126235,Collide,2016,21500000,USD,95944,USD
XWW,World-wide,tt3658772,Misconduct,2016,11000000,USD,2049761,USD
XNDOM,International,tt3658772,Misconduct,2016,11000000,USD,2049761,USD
XR2,Russia and Commonwealth of Independent States,tt3658772,Misconduct,2016,11000000,USD,55243,USD
XWW,World-wide,tt4061010,Blackway,2015,8000000,USD,426491,USD
XNDOM,International,tt4061010,Blackway,2015,8000000,USD,399412,USD
XR2,Russia and Commonwealth of Independent States,tt4061010,Blackway,2015,8000000,USD,4675,USD
XWW,World-wide,tt1291570,Solace,2015,0,NULL,22354572,USD
XNDOM,International,tt1291570,Solace,2015,0,NULL,22354572,USD
XR2,Russia and Commonwealth of Independent States,tt1291570,Solace,2015,0,NULL,490446,USD
XWW,World-wide,tt2917388,Kidnapping Mr. Heineken,2015,0,NULL,3184017,USD
XNDOM,International,tt2917388,Kidnapping Mr. Heineken,2015,0,NULL,3184017,USD
XR2,Russia and Commonwealth of Independent States,tt2917388,Kidnapping Mr. Heineken,2015,0,NULL,58007,USD
XWW,World-wide,tt1959490,Noah,2014,125000000,USD,359200044,USD
XNDOM,International,tt1959490,Noah,2014,125000000,USD,258000000,USD
XR2,Russia and Commonwealth of Independent States,tt1959490,Noah,2014,125000000,USD,33854392,USD
XKN,East Africa,tt1959490,Noah,2014,125000000,USD,53851,USD
XWW,World-wide,tt1821694,RED 2,2013,84000000,USD,148075565,USD
XNDOM,International,tt1821694,RED 2,2013,84000000,USD,94813005,USD
XR2,Russia and Commonwealth of Independent States,tt1821694,RED 2,2013,84000000,USD,7693665,USD
XKN,East Africa,tt1821694,RED 2,2013,84000000,USD,24955,USD
XWW,World-wide,tt1680045,360,2011,0,NULL,4396975,USD
XNDOM,International,tt1680045,360,2011,0,NULL,4296632,USD
XWW,World-wide,tt1161864,The Rite,2011,37000000,USD,96560591,USD
XNDOM,International,tt1161864,The Rite,2011,37000000,USD,63512958,USD
NA,NA,tt1063327,Bare Knuckles,2010,600000,USD,NA,NA
XWW,World-wide,tt1182350,You Will Meet a Tall Dark Stranger,2010,22000000,USD,36015260,USD
XNDOM,International,tt1182350,You Will Meet a Tall Dark Stranger,2010,22000000,USD,32767014,USD
XR2,Russia and Commonwealth of Independent States,tt1182350,You Will Meet a Tall Dark Stranger,2010,22000000,USD,635021,USD
XWW,World-wide,tt0780653,The Wolfman,2010,150000000,USD,139789765,USD
XNDOM,International,tt0780653,The Wolfman,2010,150000000,USD,77810085,USD
XR2,Russia and Commonwealth of Independent States,tt0780653,The Wolfman,2010,150000000,USD,4735079,USD
XKN,East Africa,tt0780653,The Wolfman,2010,150000000,USD,20051,USD
XWW,World-wide,tt0896923,The City of Your Final Destination,2009,8300000,USD,1448788,USD
XNDOM,International,tt0896923,The City of Your Final Destination,2009,8300000,USD,955492,USD
NA,NA,tt1408343,Where I Stand: The Hank Greenspun Story,2008,950000,USD,NA,NA
XWW,World-wide,tt0442933,Beowulf,2007,150000000,USD,196393745,USD
XNDOM,International,tt0442933,Beowulf,2007,150000000,USD,114113166,USD
XR2,Russia and Commonwealth of Independent States,tt0442933,Beowulf,2007,150000000,USD,9093876,USD
XC4,Central America,tt0442933,Beowulf,2007,150000000,USD,87153,USD
XKN,East Africa,tt0442933,Beowulf,2007,150000000,USD,65861,USD
NA,NA,tt0364151,American Masters,1985,104850,USD,NA,NA
XWW,World-wide,tt0499570,Slipstream,2007,0,NULL,27769,USD
XNDOM,International,tt0499570,Slipstream,2007,0,NULL,18804,USD
XWW,World-wide,tt0488120,Fracture,2007,0,NULL,92011561,USD
XNDOM,International,tt0488120,Fracture,2007,0,NULL,52996543,USD
XA2,"South, East, and West Africa",tt0488120,Fracture,2007,0,NULL,678442,USD
XC4,Central America,tt0488120,Fracture,2007,0,NULL,355944,USD
XR2,Russia and Commonwealth of Independent States,tt0488120,Fracture,2007,0,NULL,355000,USD
XKN,East Africa,tt0488120,Fracture,2007,0,NULL,42436,USD
XT2,Lesser Antilles,tt0488120,Fracture,2007,0,NULL,35044,USD
XWW,World-wide,tt0405676,All the King's Men,2006,55000000,USD,9451623,USD
XNDOM,International,tt0405676,All the King's Men,2006,55000000,USD,2230165,USD
XC4,Central America,tt0405676,All the King's Men,2006,55000000,USD,52897,USD
XT2,Lesser Antilles,tt0405676,All the King's Men,2006,55000000,USD,15000,USD
XWW,World-wide,tt0308055,Bobby,2006,14000000,USD,20718608,USD
XNDOM,International,tt0308055,Bobby,2006,14000000,USD,9475807,USD
XR2,Russia and Commonwealth of Independent States,tt0308055,Bobby,2006,14000000,USD,244400,USD
XWW,World-wide,tt0412080,The World's Fastest Indian,2005,25000000,USD,18299138,USD
XNDOM,International,tt0412080,The World's Fastest Indian,2005,25000000,USD,13171014,USD
XWW,World-wide,tt0346491,Alexander,2004,155000000,USD,167298192,USD
XNDOM,International,tt0346491,Alexander,2004,155000000,USD,133001001,USD
XR2,Russia and Commonwealth of Independent States,tt0346491,Alexander,2004,155000000,USD,7963977,USD
XC4,Central America,tt0346491,Alexander,2004,155000000,USD,70108,USD
XWW,World-wide,tt0263265,Shortcut to Happiness,2003,35000000,USD,686846,USD
XNDOM,International,tt0263265,Shortcut to Happiness,2003,35000000,USD,686846,USD
XR2,Russia and Commonwealth of Independent States,tt0263265,Shortcut to Happiness,2003,35000000,USD,331218,USD
XWW,World-wide,tt0308383,The Human Stain,2003,30000000,USD,22954068,USD
XNDOM,International,tt0308383,The Human Stain,2003,30000000,USD,17572160,USD
XR2,Russia and Commonwealth of Independent States,tt0308383,The Human Stain,2003,30000000,USD,313898,USD
XWW,World-wide,tt0280486,Bad Company,2002,70000000,USD,66200782,USD
XNDOM,International,tt0280486,Bad Company,2002,70000000,USD,36040621,USD
XWW,World-wide,tt0252501,Hearts in Atlantis,2001,31000000,USD,30919415,USD
XNDOM,International,tt0252501,Hearts in Atlantis,2001,31000000,USD,6733634,USD
XWW,World-wide,tt0212985,Hannibal,2001,87000000,USD,351692268,USD
XNDOM,International,tt0212985,Hannibal,2001,87000000,USD,186600000,USD
XWW,World-wide,tt0170016,How the Grinch Stole Christmas,2000,123000000,USD,345823032,USD
XNDOM,International,tt0170016,How the Grinch Stole Christmas,2000,123000000,USD,85108027,USD
XWW,World-wide,tt0120755,Mission: Impossible II,2000,125000000,USD,546388108,USD
XNDOM,International,tt0120755,Mission: Impossible II,2000,125000000,USD,330978219,USD
XC4,Central America,tt0120755,Mission: Impossible II,2000,125000000,USD,2100000,USD
XR2,Russia and Commonwealth of Independent States,tt0120755,Mission: Impossible II,2000,125000000,USD,1236089,USD
XMO,Miscellaneous Middle East,tt0120755,Mission: Impossible II,2000,125000000,USD,884849,USD
XC3,Czech Republic and Slovakia,tt0120755,Mission: Impossible II,2000,125000000,USD,496343,USD
XWW,World-wide,tt0120866,Titus,1999,0,NULL,2259680,USD
XNDOM,International,tt0120866,Titus,1999,0,NULL,252390,USD
XWW,World-wide,tt0128278,Instinct,1999,80000000,USD,34105207,USD
XWW,World-wide,tt0119643,Meet Joe Black,1998,90000000,USD,142940100,USD
XNDOM,International,tt0119643,Meet Joe Black,1998,90000000,USD,98321000,USD
XWW,World-wide,tt0120746,The Mask of Zorro,1998,95000000,USD,250288523,USD
XNDOM,International,tt0120746,The Mask of Zorro,1998,95000000,USD,156193000,USD
XWW,World-wide,tt0118607,Amistad,1997,36000000,USD,44229441,USD
XWW,World-wide,tt0119051,The Edge,1997,30000000,USD,43312294,USD
XNDOM,International,tt0119051,The Edge,1997,30000000,USD,15438908,USD
XWW,World-wide,tt0117791,Surviving Picasso,1996,16000000,USD,2021348,USD
XWW,World-wide,tt0115591,August,1996,0,NULL,69081,USD
XWW,World-wide,tt0113987,Nixon,1995,44000000,USD,13681765,USD
XWW,World-wide,tt0110322,Legends of the Fall,1994,30000000,USD,160638883,USD
XNDOM,International,tt0110322,Legends of the Fall,1994,30000000,USD,94000000,USD
XWW,World-wide,tt0111001,The Road to Wellville,1994,25000000,USD,6562513,USD
XWW,World-wide,tt0108101,Shadowlands,1993,22000000,USD,25842377,USD
XWW,World-wide,tt0107943,The Remains of the Day,1993,15000000,USD,23237911,USD
XWW,World-wide,tt0106185,The Innocent,1993,0,NULL,525955,USD
XWW,World-wide,tt0108388,The Trial,1993,0,NULL,119267,USD
XWW,World-wide,tt0103874,Bram Stoker's Dracula,1992,40000000,USD,215862692,USD
XNDOM,International,tt0103874,Bram Stoker's Dracula,1992,40000000,USD,133339902,USD
XWW,World-wide,tt0104454,Howards End,1992,0,NULL,26341736,USD
XNDOM,International,tt0104454,Howards End,1992,0,NULL,214899,USD
XWW,World-wide,tt0104299,Freejack,1992,30000000,USD,17129026,USD
XWW,World-wide,tt0102969,The Efficiency Expert,1991,0,NULL,179469,USD
XWW,World-wide,tt0102926,The Silence of the Lambs,1991,19000000,USD,272742922,USD
XNDOM,International,tt0102926,The Silence of the Lambs,1991,19000000,USD,142000000,USD
XR2,Russia and Commonwealth of Independent States,tt0102926,The Silence of the Lambs,1991,19000000,USD,129493,USD
XWW,World-wide,tt0094871,A Chorus of Disapproval,1989,0,NULL,216373,USD
XWW,World-wide,tt0090570,84 Charing Cross Road,1987,0,NULL,1083486,USD
XWW,World-wide,tt0093103,The Good Father,1985,0,NULL,421201,USD
XWW,World-wide,tt0086993,The Bounty,1984,25000000,USD,8613462,USD
NA,NA,tt0080515,A Change of Seasons,1980,0,NULL,NA,NA
XWW,World-wide,tt0080678,The Elephant Man,1980,5000000,USD,26023860,USD
XNDOM,International,tt0080678,The Elephant Man,1980,5000000,USD,12996,USD
NA,NA,tt0077889,Magic,1978,7000000,USD,NA,NA
XWW,World-wide,tt0077743,International Velvet,1978,0,NULL,7009238,USD
XWW,World-wide,tt0075784,A Bridge Too Far,1977,27000000,USD,50750000,USD
NA,NA,tt0071706,Juggernaut,1974,0,NULL,NA,NA
NA,NA,tt0071554,The Girl from Petrovka,1974,0,NULL,NA,NA
XWW,World-wide,tt0069987,A Doll's House,1973,0,NULL,5304,USD
XNDOM,International,tt0069987,A Doll's House,1973,0,NULL,5304,USD
NA,NA,tt0069528,Young Winston,1972,0,NULL,NA,NA
NA,NA,tt0067976,When Eight Bells Toll,1971,0,NULL,NA,NA
NA,NA,tt0066001,The Looking Glass War,1970,0,NULL,NA,NA
XWW,World-wide,tt0063227,The Lion in Winter,1968,4000000,USD,18177,USD
XWW,World-wide,tt4682804,Lucy in the Sky,2019,0,NULL,481707,USD
XNDOM,International,tt4682804,Lucy in the Sky,2019,0,NULL,5974,USD
XWW,World-wide,tt4042818,The Death & Life of John F. Donovan,2018,35000000,USD,3326364,USD
XNDOM,International,tt4042818,The Death & Life of John F. Donovan,2018,35000000,USD,3173651,USD
XR2,Russia and Commonwealth of Independent States,tt4042818,The Death & Life of John F. Donovan,2018,35000000,USD,171303,USD
XWW,World-wide,tt5960374,Vox Lux,2018,0,NULL,1399272,USD
XNDOM,International,tt5960374,Vox Lux,2018,0,NULL,672153,USD
XR2,Russia and Commonwealth of Independent States,tt5960374,Vox Lux,2018,0,NULL,75955,USD
XWW,World-wide,tt2798920,Annihilation,2018,40000000,USD,43070915,USD
XNDOM,International,tt2798920,Annihilation,2018,40000000,USD,10338614,USD
XWW,World-wide,tt2062700,Song to Song,2017,0,NULL,1813453,USD
XNDOM,International,tt2062700,Song to Song,2017,0,NULL,1369769,USD
XR2,Russia and Commonwealth of Independent States,tt2062700,Song to Song,2017,0,NULL,35432,USD
XWW,World-wide,tt4680196,Planetarium,2016,0,NULL,546584,USD
XNDOM,International,tt4680196,Planetarium,2016,0,NULL,543322,USD
XR2,Russia and Commonwealth of Independent States,tt4680196,Planetarium,2016,0,NULL,51922,USD
XWW,World-wide,tt1619029,Jackie,2016,9000000,USD,29777777,USD
XNDOM,International,tt1619029,Jackie,2016,9000000,USD,15817383,USD
XR2,Russia and Commonwealth of Independent States,tt1619029,Jackie,2016,9000000,USD,452857,USD
XWW,World-wide,tt2140037,Jane Got a Gun,2015,25000000,USD,3067531,USD
XNDOM,International,tt2140037,Jane Got a Gun,2015,25000000,USD,1553738,USD
XR2,Russia and Commonwealth of Independent States,tt2140037,Jane Got a Gun,2015,25000000,USD,108868,USD
XWW,World-wide,tt1135989,A Tale of Love and Darkness,2015,4000000,USD,724885,USD
XNDOM,International,tt1135989,A Tale of Love and Darkness,2015,4000000,USD,152673,USD
NA,NA,tt4076926,The Heyday of the Insensitive Bastards,2015,15000000,USD,NA,NA
XWW,World-wide,tt2101383,Knight of Cups,2015,0,NULL,1026288,USD
XNDOM,International,tt2101383,Knight of Cups,2015,0,NULL,460282,USD
XWW,World-wide,tt1240982,Your Highness,2011,49900000,USD,28013733,USD
XNDOM,International,tt1240982,Your Highness,2011,49900000,USD,6417288,USD
XR2,Russia and Commonwealth of Independent States,tt1240982,Your Highness,2011,49900000,USD,1836615,USD
XWW,World-wide,tt1411238,No Strings Attached,2011,25000000,USD,149228077,USD
XNDOM,International,tt1411238,No Strings Attached,2011,25000000,USD,78565857,USD
XR2,Russia and Commonwealth of Independent States,tt1411238,No Strings Attached,2011,25000000,USD,6714135,USD
XWW,World-wide,tt1356864,I'm Still Here,2010,0,NULL,626396,USD
XNDOM,International,tt1356864,I'm Still Here,2010,0,NULL,217413,USD
XWW,World-wide,tt0947798,Black Swan,2010,13000000,USD,329398046,USD
XNDOM,International,tt0947798,Black Swan,2010,13000000,USD,222443368,USD
XR2,Russia and Commonwealth of Independent States,tt0947798,Black Swan,2010,13000000,USD,4504400,USD
XKN,East Africa,tt0947798,Black Swan,2010,13000000,USD,6253,USD
XWW,World-wide,tt1403177,Hesher,2010,7000000,USD,449702,USD
XNDOM,International,tt1403177,Hesher,2010,7000000,USD,66756,USD
XWW,World-wide,tt0765010,Brothers,2009,26000000,USD,43474578,USD
XNDOM,International,tt0765010,Brothers,2009,26000000,USD,14930421,USD
XR2,Russia and Commonwealth of Independent States,tt0765010,Brothers,2009,26000000,USD,14795,USD
XWW,World-wide,tt1032825,The Other Woman,2009,0,NULL,1451343,USD
XNDOM,International,tt1032825,The Other Woman,2009,0,NULL,1425920,USD
XR2,Russia and Commonwealth of Independent States,tt1032825,The Other Woman,2009,0,NULL,367752,USD
XWW,World-wide,tt0808399,"New York, I Love You",2008,14700000,USD,14603177,USD
XNDOM,International,tt0808399,"New York, I Love You",2008,14700000,USD,13015162,USD
XR2,Russia and Commonwealth of Independent States,tt0808399,"New York, I Love You",2008,14700000,USD,1224597,USD
XWW,World-wide,tt0457419,Mr. Magorium's Wonder Emporium,2007,65000000,USD,69474661,USD
XNDOM,International,tt0457419,Mr. Magorium's Wonder Emporium,2007,65000000,USD,37413106,USD
XR2,Russia and Commonwealth of Independent States,tt0457419,Mr. Magorium's Wonder Emporium,2007,65000000,USD,1699698,USD
XKN,East Africa,tt0457419,Mr. Magorium's Wonder Emporium,2007,65000000,USD,14288,USD
XWW,World-wide,tt0838221,The Darjeeling Limited,2007,16000000,USD,35310019,USD
XNDOM,International,tt0838221,The Darjeeling Limited,2007,16000000,USD,23407304,USD
XR2,Russia and Commonwealth of Independent States,tt0838221,The Darjeeling Limited,2007,16000000,USD,339857,USD
XA2,"South, East, and West Africa",tt0838221,The Darjeeling Limited,2007,16000000,USD,45076,USD
XC3,Czech Republic and Slovakia,tt0838221,The Darjeeling Limited,2007,16000000,USD,41782,USD
XT2,Lesser Antilles,tt0838221,The Darjeeling Limited,2007,16000000,USD,9048,USD
XWW,World-wide,tt0765120,My Blueberry Nights,2007,10000000,USD,22007671,USD
XNDOM,International,tt0765120,My Blueberry Nights,2007,10000000,USD,21140396,USD
XR2,Russia and Commonwealth of Independent States,tt0765120,My Blueberry Nights,2007,10000000,USD,532000,USD
XMO,Miscellaneous Middle East,tt0765120,My Blueberry Nights,2007,10000000,USD,37018,USD
XWW,World-wide,tt0455957,Goya's Ghosts,2006,50000000,USD,9448082,USD
XNDOM,International,tt0455957,Goya's Ghosts,2006,50000000,USD,8447456,USD
XR2,Russia and Commonwealth of Independent States,tt0455957,Goya's Ghosts,2006,50000000,USD,409900,USD
XC4,Central America,tt0455957,Goya's Ghosts,2006,50000000,USD,47276,USD
XWW,World-wide,tt0401711,"Paris, je t'aime",2006,13000000,USD,17471727,USD
XNDOM,International,tt0401711,"Paris, je t'aime",2006,13000000,USD,12572449,USD
XR2,Russia and Commonwealth of Independent States,tt0401711,"Paris, je t'aime",2006,13000000,USD,1050000,USD
XWW,World-wide,tt0434409,V for Vendetta,2005,54000000,USD,132511035,USD
XNDOM,International,tt0434409,V for Vendetta,2005,54000000,USD,62000000,USD
XR2,Russia and Commonwealth of Independent States,tt0434409,V for Vendetta,2005,54000000,USD,1148911,USD
XWW,World-wide,tt0441761,Free Zone,2005,1234567,USD,427083,USD
XNDOM,International,tt0441761,Free Zone,2005,1234567,USD,394702,USD
XWW,World-wide,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,868390560,USD
XNDOM,International,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,488119983,USD
XRK,"Russia, Commonwealth of Independent States, and Ukraine",tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,9462812,USD
XR2,Russia and Commonwealth of Independent States,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,8269382,USD
XCN,Central America+,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,1687269,USD
XC3,Czech Republic and Slovakia,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,1274881,USD
XT2,Lesser Antilles,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,113000000,USD,218907,USD
NA,NA,tt0446683,Domino One,2005,10000,USD,NA,NA
XWW,World-wide,tt0376541,Closer,2004,27000000,USD,115505027,USD
XNDOM,International,tt0376541,Closer,2004,27000000,USD,81517270,USD
XR2,Russia and Commonwealth of Independent States,tt0376541,Closer,2004,27000000,USD,529871,USD
XC4,Central America,tt0376541,Closer,2004,27000000,USD,165532,USD
XKN,East Africa,tt0376541,Closer,2004,27000000,USD,32937,USD
XWW,World-wide,tt0333766,Garden State,2004,2500000,USD,35825316,USD
XNDOM,International,tt0333766,Garden State,2004,2500000,USD,9043000,USD
XWW,World-wide,tt0159365,Cold Mountain,2003,79000000,USD,173013509,USD
XNDOM,International,tt0159365,Cold Mountain,2003,79000000,USD,77377000,USD
