actor_name,category,title,year,release_date,type,MCU,budget_USD,budget_scaled,World_Wide,International,Domestic,award_mcu,award_name,award_category,event_name,winner,color_id
Brie Larson,actress,Madison,2001,2001-01-23,Movie,Non-MCU,13500000,3.1893608044006743,517262,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Sing 2,2021,2021-12-22,Movie,Non-MCU,85000000,4.193625629175424,401472175,239130000,162342175,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Black Widow,2021,2021-07-09,Movie,MCU,200000000,5.808876745946001,379751655,196100000,183651655,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Jojo Rabbit,2019,2019-11-08,Movie,Non-MCU,14000000,3.196383635343155,90335025,56964119,33370906,Academy Award Nominee,Oscar,Best Performance by an Actress in a Supporting Role,"Academy Awards, USA",Nominated,#f1c2ae
Scarlett Johansson,actress,Marriage Story,2019,2019-12-06,Movie,Non-MCU,18600000,3.2609936800139785,333686,333686,0,Academy Award Nominee,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Scarlett Johansson,actress,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Captain Marvel,2019,2019-03-08,Movie,MCU,160000000,5.24705027054754,1128462972,701633133,426829839,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Isle of Dogs,2018,2018-04-13,Movie,Non-MCU,NA,3,64337744,32322513,32015231,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Rough Night,2017,2017-06-16,Movie,Non-MCU,20000000,3.2806576066529245,47347283,25241640,22105643,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Ghost in the Shell,2017,2017-03-31,Movie,Non-MCU,110000000,4.544767176299462,169846945,129283388,40563557,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Sing,2016,2016-12-21,Movie,Non-MCU,75000000,4.053169010325808,634338384,363759959,270578425,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Captain America: Civil War,2016,2016-05-06,Movie,MCU,250000000,6.511159840194077,1153337496,745253147,408084349,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,The Jungle Book,2016,2016-04-15,Movie,Non-MCU,175000000,5.457735198821963,966554929,602553806,364001123,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,"Hail, Caesar!",2016,2016-02-05,Movie,Non-MCU,22000000,3.3087489304228477,63945241,33447156,30498085,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Avengers: Age of Ultron,2015,2015-05-01,Movie,MCU,250000000,6.511159840194077,1402809540,943803672,459005868,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Lucy,2014,2014-07-25,Movie,Non-MCU,40000000,3.561570844352155,458863600,332200000,126663600,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Captain America: The Winter Soldier,2014,2014-04-04,Movie,MCU,170000000,5.387506889397155,714421503,454654931,259766572,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,Chef,2014,2014-05-30,Movie,Non-MCU,11000000,3.1542466496882704,48428048,17004045,31424003,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Her,2014,2014-01-10,Movie,Non-MCU,23000000,3.322794592307809,48517427,22949176,25568251,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Under the Skin,2013,2013-08-29,Movie,Non-MCU,13300000,3.186551672023682,5866389,3252138,2614251,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Don Jon,2013,2013-09-27,Movie,Non-MCU,3000000,3.041881354608578,39439355,14961651,24477704,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Hitchcock,2012,2012-12-14,Movie,Non-MCU,15700000,3.22026126054759,27039669,21030992,6008677,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,We Bought a Zoo,2011,2011-12-23,Movie,Non-MCU,50000000,3.7020274632017705,120081841,44457291,75624550,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Iron Man 2,2010,2010-05-07,Movie,MCU,200000000,5.808876745946001,623933331,311500000,312433331,MCU,NA,NA,NA,NA,#233f92
Scarlett Johansson,actress,He's Just Not That Into You,2009,2009-02-06,Movie,Non-MCU,40000000,3.561570844352155,178866158,84912505,93953653,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Spirit,2008,2008-12-25,Movie,Non-MCU,60000000,3.842484082051386,39164441,19358253,19806188,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Vicky Cristina Barcelona,2008,2008-08-15,Movie,Non-MCU,15500000,3.2174521281705974,96409300,73192591,23216709,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Other Boleyn Girl,2008,2008-02-29,Movie,Non-MCU,35000000,3.4913425349273473,78201830,51386873,26814957,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Nanny Diaries,2007,2007-08-24,Movie,Non-MCU,20000000,3.2806576066529245,47817020,21886368,25930652,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Prestige,2006,2006-10-20,Movie,Non-MCU,40000000,3.561570844352155,109676311,56586420,53089891,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Black Dahlia,2006,2006-09-15,Movie,Non-MCU,50000000,3.7020274632017705,49332692,26787612,22545080,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Scoop,2006,2006-07-28,Movie,Non-MCU,17300000,3.242734319563528,39220946,28695229,10525717,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Island,2005,2005-07-22,Movie,Non-MCU,126000000,4.769497766458847,162949164,127130251,35818913,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Match Point,2006,2006-01-20,Movie,Non-MCU,15000000,3.2104292972281168,85638656,62487127,23151529,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,In Good Company,2005,2005-01-14,Movie,Non-MCU,26000000,3.3649315779626936,61315215,15508556,45806659,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The SpongeBob SquarePants Movie,2004,2004-11-19,Movie,Non-MCU,30000000,3.4211142255025395,141067127,55649139,85417988,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,A Good Woman,2006,2006-02-03,Movie,Non-MCU,NA,3,6878433,6639824,238609,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,A Love Song for Bobby Long,2005,2005-01-21,Movie,Non-MCU,NA,3,2039526,1875218,164308,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Perfect Score,2004,2004-01-30,Movie,Non-MCU,40000000,3.561570844352155,10898337,507334,10391003,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Girl with a Pearl Earring,2004,2004-01-30,Movie,Non-MCU,12000000,3.168292311573232,33030115,21359144,11670971,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Lost in Translation,2003,2003-10-03,Movie,Non-MCU,4000000,3.05592701649354,118686937,74101484,44585453,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Eight Legged Freaks,2002,2002-07-17,Movie,Non-MCU,30000000,3.4211142255025395,45867333,28544727,17322606,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,An American Rhapsody,2001,2001-06-20,Movie,Non-MCU,NA,3,970676,120421,850255,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Ghost World,2001,2001-09-21,Movie,Non-MCU,7000000,3.0980640021484245,8764389,2546540,6217849,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Man Who Wasn't There,2001,2001-11-16,Movie,Non-MCU,20000000,3.2806576066529245,18916623,11412366,7504257,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,My Brother the Pig,1999,1999-09-10,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,The Horse Whisperer,1998,1998-05-15,Movie,Non-MCU,60000000,3.842484082051386,186883563,111500000,75383563,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Home Alone 3,1997,1997-12-12,Movie,Non-MCU,32000000,3.4492055492724627,79082515,48200000,30882515,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Fall,1997,1997-06-20,Movie,Non-MCU,1000000,3.0137900308386554,51266,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,If Lucy Fell,1996,1996-03-08,Movie,Non-MCU,5000000,3.0699726783785013,2420162,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Manny & Lo,1996,1996-07-26,Movie,Non-MCU,500000,3.0067671998961742,502313,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,Just Cause,1995,1995-02-17,Movie,Non-MCU,NA,3,36853222,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Scarlett Johansson,actress,North,1994,1994-07-22,Movie,Non-MCU,40000000,3.561570844352155,7182747,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Simu Liu,actor,Bright: Samurai Soul,2021,2021-10-12,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Simu Liu,actor,Shang-Chi and the Legend of the Ten Rings,2021,2021-09-03,Movie,MCU,200000000,5.808876745946001,432243292,207700000,224543292,MCU,NA,NA,NA,NA,#233f92
Simu Liu,actor,Women Is Losers,2021,2021-10-18,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Simu Liu,actor,Antisocial 2,2018,2018-06-22,Movie,Non-MCU,NA,3,11924,11924,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Simu Liu,actor,Kung Fu Cops,2013,2013-09-01,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Eternals,2021,2021-11-05,Movie,MCU,200000000,5.808876745946001,402064899,237194665,164870234,MCU,NA,NA,NA,NA,#233f92
Gemma Chan,actress,Raya and the Last Dragon,2021,2021-03-05,Movie,Non-MCU,NA,3,130423032,75700000,54723032,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Let Them All Talk,2020,2020-12-10,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Intrigo: Dear Agnes,2019,2019-10-10,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Captain Marvel,2019,2019-03-08,Movie,MCU,160000000,5.24705027054754,1128462972,701633133,426829839,MCU,NA,NA,NA,NA,#233f92
Gemma Chan,actress,Mary Queen of Scots,2018,2018-12-21,Movie,Non-MCU,25000000,3.3508859160777322,46712809,30244310,16468499,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,London Fields,2018,2018-10-26,Movie,Non-MCU,8000000,3.112109664033386,487420,234744,252676,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Crazy Rich Asians,2018,2018-08-15,Movie,Non-MCU,30000000,3.4211142255025395,238843729,64006277,174837452,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Transformers: The Last Knight,2017,2017-06-21,Movie,Non-MCU,217000000,6.047652997990347,605425157,475256474,130168683,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Stratton,2018,2018-01-05,Movie,Non-MCU,NA,3,257212,257212,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Fantastic Beasts and Where to Find Them,2016,2016-11-18,Movie,Non-MCU,180000000,5.52796350824677,814044001,580006426,234037575,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Families,2015,2015-10-14,Movie,Non-MCU,8640000,3.121098887639761,3424810,3424810,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Jack Ryan: Shadow Recruit,2014,2014-01-17,Movie,Non-MCU,60000000,3.842484082051386,135503748,84926336,50577412,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,The Double,2014,2014-03-24,Movie,Non-MCU,NA,3,1662515,1462109,200406,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Shanghai,2015,2015-10-02,Movie,Non-MCU,50000000,3.7020274632017705,15302850,15256425,46425,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Pimp,2010,2010-05-21,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gemma Chan,actress,Exam,2010,2010-02-06,Movie,Non-MCU,NA,3,394717,394717,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Spider-Man: Homecoming,2017,2017-07-07,Movie,MCU,175000000,5.457735198821963,880166924,545965784,334201140,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Mortdecai,2015,2015-01-23,Movie,Non-MCU,60000000,3.842484082051386,47275717,39579583,7696134,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Iron Man 3,2013,2013-05-03,Movie,MCU,200000000,5.808876745946001,1214811252,805797258,409013994,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Thanks for Sharing,2013,2013-09-20,Movie,Non-MCU,NA,3,3499442,2433561,1065881,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Contagion,2011,2011-09-09,Movie,Non-MCU,60000000,3.842484082051386,136515867,60857770,75658097,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Country Strong,2011,2011-01-07,Movie,Non-MCU,15000000,3.2104292972281168,20529194,310273,20218921,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Iron Man 2,2010,2010-05-07,Movie,MCU,200000000,5.808876745946001,623933331,311500000,312433331,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,Two Lovers,2009,2009-03-20,Movie,Non-MCU,9800000,3.137391855426317,16303643,13154609,3149034,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Iron Man,2008,2008-05-02,Movie,MCU,140000000,4.966137032848309,585796247,266762121,319034126,MCU,NA,NA,NA,NA,#233f92
Gwyneth Paltrow,actress,The Good Night,2007,2007-01-25,Movie,Non-MCU,15000000,3.2104292972281168,508084,485643,22441,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Running with Scissors,2006,2006-10-27,Movie,Non-MCU,12000000,3.168292311573232,7460797,437970,7022827,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Love and Other Disasters,2008,2008-06-17,Movie,Non-MCU,NA,3,6369805,6369805,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Infamous,2006,2006-10-13,Movie,Non-MCU,13000000,3.1823379734581936,2689799,1538469,1151330,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Proof,2005,2005-10-07,Movie,Non-MCU,20000000,3.2806576066529245,14189860,6654529,7535331,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Sky Captain and the World of Tomorrow,2004,2004-09-17,Movie,Non-MCU,70000000,3.982940700901001,57947036,20184359,37762677,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Sylvia,2003,2003-10-31,Movie,Non-MCU,9100000,3.1275598921068437,2917393,1601895,1315498,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,View from the Top,2003,2003-03-21,Movie,Non-MCU,30000000,3.4211142255025395,19526014,3912014,15614000,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Possession,2002,2002-08-30,Movie,Non-MCU,25000000,3.3508859160777322,14815898,4702165,10113733,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Austin Powers in Goldmember,2002,2002-07-26,Movie,Non-MCU,63000000,3.8846210677062705,296938801,83630912,213307889,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Shallow Hal,2001,2001-11-09,Movie,Non-MCU,40000000,3.561570844352155,141069860,70230657,70839203,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,The Royal Tenenbaums,2002,2002-01-04,Movie,Non-MCU,21000000,3.294703268537886,71444482,19080472,52364010,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,The Anniversary Party,2001,2001-06-29,Movie,Non-MCU,NA,3,4931888,884559,4047329,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Bounce,2000,2000-11-17,Movie,Non-MCU,35000000,3.4913425349273473,53425292,16620004,36805288,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Duets,2000,2000-09-15,Movie,Non-MCU,21000000,3.294703268537886,6620242,1881219,4739023,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,The Talented Mr. Ripley,1999,1999-12-25,Movie,Non-MCU,40000000,3.561570844352155,128799509,47501244,81298265,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Dogma,1999,1999-11-12,Movie,Non-MCU,10000000,3.140200987803309,31429330,776440,30652890,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Shakespeare in Love,1999,1999-01-08,Movie,Non-MCU,25000000,3.3508859160777322,289317794,189000000,100317794,Academy Award Winner,Oscar,Best Actress in a Leading Role,"Academy Awards, USA",Winner,#d2352b
Gwyneth Paltrow,actress,Hush,1998,1998-03-06,Movie,Non-MCU,21000000,3.294703268537886,13583690,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,A Perfect Murder,1998,1998-06-05,Movie,Non-MCU,60000000,3.842484082051386,128038368,60400000,67638368,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Great Expectations,1998,1998-01-30,Movie,Non-MCU,25000000,3.3508859160777322,55494066,29073394,26420672,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Sliding Doors,1998,1998-05-01,Movie,Non-MCU,6000000,3.084018340263463,11841544,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Emma,1996,1996-08-30,Movie,Non-MCU,6000000,3.084018340263463,22231658,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,The Pallbearer,1996,1996-05-03,Movie,Non-MCU,8000000,3.112109664033386,5656388,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Hard Eight,1997,1997-02-28,Movie,Non-MCU,3000000,3.041881354608578,222559,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Moonlight and Valentino,1995,1995-09-29,Movie,Non-MCU,NA,3,2484226,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Se7en,1995,1995-09-22,Movie,Non-MCU,33000000,3.4632512111574245,327333559,227207916,100125643,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Jefferson in Paris,1995,1995-03-31,Movie,Non-MCU,14000000,3.196383635343155,2473668,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Higher Learning,1995,1995-01-11,Movie,Non-MCU,NA,3,38290723,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Mrs. Parker and the Vicious Circle,1994,1994-11-23,Movie,Non-MCU,7000000,3.0980640021484245,2144667,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Flesh and Bone,1993,1993-11-05,Movie,Non-MCU,NA,3,9709451,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Malice,1993,1993-10-01,Movie,Non-MCU,20000000,3.2806576066529245,46405336,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Hook,1991,1991-12-11,Movie,Non-MCU,70000000,3.982940700901001,300854823,181200000,119654823,Non-MCU,NA,NA,NA,NA,#C4D6FA
Gwyneth Paltrow,actress,Shout,1991,1991-10-04,Movie,Non-MCU,NA,3,3547684,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Avengers: Endgame,2019,2019-04-26,Movie,MCU,356000000,8,2797501328,1939128328,858373000,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,Avengers: Infinity War,2018,2018-04-27,Movie,MCU,321000000,7.508401834026347,2048359754,1369544272,678815482,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,Early Man,2018,2018-02-16,Movie,Non-MCU,50000000,3.7020274632017705,54622814,46355270,8267544,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Thor: Ragnarok,2017,2017-11-03,Movie,MCU,180000000,5.52796350824677,853983911,538925622,315058289,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,Kong: Skull Island,2017,2017-03-10,Movie,Non-MCU,185000000,5.5981918176715775,566652812,398600000,168052812,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Crimson Peak,2015,2015-10-16,Movie,Non-MCU,55000000,3.772255772626578,74679822,43589502,31090320,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,High-Rise,2016,2016-04-28,Movie,Non-MCU,NA,3,4289074,3942602,346472,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,I Saw the Light,2016,2016-04-01,Movie,Non-MCU,13000000,3.1823379734581936,1767963,121175,1646788,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Muppets Most Wanted,2014,2014-03-21,Movie,Non-MCU,50000000,3.7020274632017705,80383113,29200000,51183113,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Coriolanus,2014,2014-01-30,Movie,Non-MCU,NA,3,323817,323817,0,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Thor: The Dark World,2013,2013-11-08,Movie,MCU,170000000,5.387506889397155,644783140,438421000,206362140,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,Exhibition,2013,2013-10-08,Movie,Non-MCU,NA,3,14378,34,14344,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Only Lovers Left Alive,2013,2013-10-10,Movie,Non-MCU,7000000,3.0980640021484245,7609187,5729653,1879534,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,The Avengers,2012,2012-05-04,Movie,MCU,220000000,6.089789983645232,1518815515,895457605,623357910,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,War Horse,2011,2011-12-25,Movie,Non-MCU,66000000,3.926758053361155,177584879,97700000,79884879,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,The Deep Blue Sea,2011,2011-10-21,Movie,Non-MCU,NA,3,3143514,2016989,1126525,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Midnight in Paris,2011,2011-06-10,Movie,Non-MCU,17000000,3.23852062099804,151672318,94855273,56817045,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Thor,2011,2011-05-06,Movie,MCU,150000000,5.106593651697924,449326618,268295994,181030624,MCU,NA,NA,NA,NA,#233f92
Tom Hiddleston,actor,Archipelago,2014,2014-06-27,Movie,Non-MCU,650000,3.0088740491789188,502187,494396,7791,Non-MCU,NA,NA,NA,NA,#C4D6FA
Tom Hiddleston,actor,Unrelated,2008,2008-02-20,Movie,Non-MCU,195000,3.0024832730212614,158992,154463,4529,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Lucy in the Sky,2019,2019-10-04,Movie,Non-MCU,NA,3,481707,5974,475733,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,The Death & Life of John F. Donovan,2019,2019-12-13,Movie,Non-MCU,35000000,3.4913425349273473,3326364,3173651,152713,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Vox Lux,2018,2018-10-12,Movie,Non-MCU,NA,3,1399272,672153,727119,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Annihilation,2018,2018-02-23,Movie,Non-MCU,40000000,3.561570844352155,43070915,10338614,32732301,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Song to Song,2017,2017-03-17,Movie,Non-MCU,NA,3,1813453,1369769,443684,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Planetarium,2017,2017-08-11,Movie,Non-MCU,NA,3,546584,543322,3262,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,Jackie,2016,2016-12-02,Movie,Non-MCU,9000000,3.1261553259183477,29777777,15817383,13960394,Academy Award Nominee,Oscar,Best Performance by an Actress in a Leading Role,"Academy Awards, USA",Nominated,#f1c2ae
Natalie Portman,actress,Jane Got a Gun,2016,2016-01-29,Movie,Non-MCU,25000000,3.3508859160777322,3067531,1553738,1513793,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,A Tale of Love and Darkness,2016,2016-08-19,Movie,Non-MCU,4000000,3.05592701649354,724885,152673,572212,Non-MCU,NA,NA,NA,NA,#C4D6FA
Natalie Portman,actress,The Heyday of the Insensitive Bastards,2017,2017-10-27,Movie,Non-MCU,NA,3,NA,NA,NA,Non-MCU,NA,NA,NA,NA,#C4D6FA
